CLASSE;ORDRE;FAMILLE;NOM SCIENTIFIQUE de l'espèce;NOM COMMUN (vernaculaire) de l'espèce
Mammalia;Cetacea;Ziphiidae;Berardius arnuxii;Bérardie d'Arnoux
Mammalia;Cetacea;Ziphiidae;Berardius bairdii;Bérardien de Baird
Mammalia;Cetacea;Ziphiidae;Berardius spp.;Baleines à bec
Aves;Passeriformes;Furnariidae;Berlepschia rikeri;Anabate des palmiers 
Mammalia;Diprotodontia;Potoroidae;Bettongia gaimardi;Kangourou-rat de Tasmanie
Mammalia;Diprotodontia;Potoroidae;Bettongia lesueur;Kangourou-rat de Lesueur
Mammalia;Diprotodontia;Potoroidae;Bettongia penicillata;Kangourou-rat à queue touffue
Mammalia;Diprotodontia;Potoroidae;Bettongia tropica;Rat-kangourou à nez court
Reptilia;Squamata;Viperidae;Bitis worthingtoni;Vipère kenyanne
Mammalia;Artiodactyla;Cervidae;Blastocerus dichotomus;Cerf des marais
Reptilia;Squamata;Boidae;Boa constrictor;Boa constrictor
Reptilia;Squamata;Boidae;Boa constrictor occidentalis;Boa constrictor occidental
Amphibia;Anura;Hylidae;Boana xerophylla;Boana
Reptilia;Squamata;Boidae;Boidae spp.;Boïdés
Aves;Apodiformes;Trochilidae;Boissonneaua flavescens;Colibri flavescent
Aves;Apodiformes;Trochilidae;Boissonneaua jardini;Colibri de Jardine
Aves;Apodiformes;Trochilidae;Boissonneaua matthewsii;Colibri de Matthews
Aves;Psittaciformes;Psittacidae;Bolbopsittacus lunulatus;Perruche lunulée
Aves;Psittaciformes;Psittacidae;Bolborhynchus ferrugineifrons;Toui à front roux
Aves;Psittaciformes;Psittacidae;Bolborhynchus lineola;Toui catherine
Aves;Psittaciformes;Psittacidae;Bolborhynchus orbygnesius;Toui d'Orbigny
Reptilia;Squamata;Bolyeriidae;Bolyeria multocarinata;Boa fouisseur de l'île Maurice
Amphibia;Anura;Bombinatoridae;Bombina variegata;Sonneur à ventre jaune
Aves;Passeriformes;Bombycillidae;Bombycilla cedrorum;Jaseur d'Amérique
Aves;Passeriformes;Bombycillidae;Bombycilla garrulus;Jaseur boréal_ Jaseur de Bohème
Aves;Passeriformes;Bombycillidae;Bombycilla japonica;Jaseur du Japon
Mammalia;Artiodactyla;Bovidae;Bos gaurus;Gaur
Mammalia;Artiodactyla;Bovidae;Bos mutus;Yack sauvage
Mammalia;Artiodactyla;Bovidae;Bos sauveli;Kouprey
Mammalia;Artiodactyla;Bovidae;Boselaphus tragocamelus;Antilope Nilgaut
Aves;Pelecaniformes;Ardeidae;Botaurus lentiginosus;Butor d'Amérique
Aves;Pelecaniformes;Ardeidae;Botaurus pinnatus;Butor mirasol 
Aves;Pelecaniformes;Ardeidae;Botaurus stellaris;Butor étoilé
Reptilia;Squamata;Pythonidae;Bothrochilus boa;Bothrochile
Reptilia;Squamata;Viperidae;Bothrops atrox;Fer de lance commun
Reptilia;Squamata;Viperidae;Bothrops bilineatus;Vipère arboricole
Reptilia;Squamata;Viperidae;Bothrops brazili;Vipère
Reptilia;Squamata;Viperidae;Bothrops taeniatus;Vipère
Aves;Piciformes;Galbulidae;Brachygalba lugubris;Jacamar brun 
Reptilia;Squamata;Iguanidae;Brachylophus bulabula;Iguane
Reptilia;Squamata;Iguanidae;Brachylophus fasciatus;Iguane à bandes des Fidji
Reptilia;Squamata;Iguanidae;Brachylophus spp.;Iguanes des fidji
Reptilia;Squamata;Iguanidae;Brachylophus vitiensis;Iguane à crête des Fidji
Mammalia;Chiroptera;Phyllostomidae;Brachyphylla cavernarum;Brachyphylle des cavernes_ Brachyphylle de Saint Vincent_ Brachyphylle des Antilles
Aves;Charadriiformes;Alcidae;Brachyramphus perdix;Guillemot à long bec
Mammalia;Primates;Atelidae;Brachyteles arachnoides;Atèle arachnoïde
Reptilia;Squamata;Chamaeleonidae;Bradypodion caffrum;Caméléon
Reptilia;Squamata;Chamaeleonidae;Bradypodion damaranum;Caméléon nain du Kenya
Reptilia;Squamata;Chamaeleonidae;Bradypodion dracomontanum;Caméléon nain du Drakensberg
Reptilia;Squamata;Chamaeleonidae;Bradypodion gutturale;Caméléon nain de Karro
Reptilia;Squamata;Chamaeleonidae;Bradypodion karroicum;Caméléon
Reptilia;Squamata;Chamaeleonidae;Bradypodion kentanicum;Caméléon
Reptilia;Squamata;Chamaeleonidae;Bradypodion melanocephalum;Melanocephalus
Reptilia;Squamata;Chamaeleonidae;Bradypodion mlanjense;Caméléon nain du Zululand
Reptilia;Squamata;Chamaeleonidae;Bradypodion mlanjensis;Caméléon
